Path,Line,Pattern,Snippet
"Packages/com.unity.inputsystem/InputSystem/Devices/Sensor.cs",325,"Unity New Input System : \b(Accelerometer|Gyroscope|Compass|AttitudeSensor|GravitySensor|LinearAccelerationSensor|OrientationSensor|Magnetometer|Barometer|ProximitySensor|LightSensor|StepCounter|Pedometer)\b","public class LinearAccelerationSensor : Sensor"
"Packages/com.unity.inputsystem/InputSystem/Devices/Sensor.cs",333,"Unity New Input System : \b(Accelerometer|Gyroscope|Compass|AttitudeSensor|GravitySensor|LinearAccelerationSensor|OrientationSensor|Magnetometer|Barometer|ProximitySensor|LightSensor|StepCounter|Pedometer)\b","public static LinearAccelerationSensor current { get; private set; }"
"Packages/com.unity.inputsystem/InputSystem/Devices/Sensor.cs",407,"Unity New Input System : \b(Accelerometer|Gyroscope|Compass|AttitudeSensor|GravitySensor|LinearAccelerationSensor|OrientationSensor|Magnetometer|Barometer|ProximitySensor|LightSensor|StepCounter|Pedometer)\b","public class LightSensor : Sensor"
"Packages/com.unity.inputsystem/InputSystem/Devices/Sensor.cs",419,"Unity New Input System : \b(Accelerometer|Gyroscope|Compass|AttitudeSensor|GravitySensor|LinearAccelerationSensor|OrientationSensor|Magnetometer|Barometer|ProximitySensor|LightSensor|StepCounter|Pedometer)\b","public static LightSensor current { get; private set; }"
"Packages/com.unity.inputsystem/InputSystem/Devices/Sensor.cs",492,"Unity New Input System : \b(Accelerometer|Gyroscope|Compass|AttitudeSensor|GravitySensor|LinearAccelerationSensor|OrientationSensor|Magnetometer|Barometer|ProximitySensor|LightSensor|StepCounter|Pedometer)\b","public class ProximitySensor : Sensor"
"Packages/com.unity.inputsystem/InputSystem/Devices/Sensor.cs",504,"Unity New Input System : \b(Accelerometer|Gyroscope|Compass|AttitudeSensor|GravitySensor|LinearAccelerationSensor|OrientationSensor|Magnetometer|Barometer|ProximitySensor|LightSensor|StepCounter|Pedometer)\b","public static ProximitySensor current { get; private set; }"
"Packages/com.unity.inputsystem/InputSystem/Devices/Sensor.cs",618,"Unity New Input System : \b(Accelerometer|Gyroscope|Compass|AttitudeSensor|GravitySensor|LinearAccelerationSensor|OrientationSensor|Magnetometer|Barometer|ProximitySensor|LightSensor|StepCounter|Pedometer)\b","public class StepCounter : Sensor"
"Packages/com.unity.inputsystem/InputSystem/Devices/Sensor.cs",624,"Unity New Input System : \b(Accelerometer|Gyroscope|Compass|AttitudeSensor|GravitySensor|LinearAccelerationSensor|OrientationSensor|Magnetometer|Barometer|ProximitySensor|LightSensor|StepCounter|Pedometer)\b","public IntegerControl stepCounter { get; protected set; }"
"Packages/com.unity.inputsystem/InputSystem/Devices/Sensor.cs",630,"Unity New Input System : \b(Accelerometer|Gyroscope|Compass|AttitudeSensor|GravitySensor|LinearAccelerationSensor|OrientationSensor|Magnetometer|Barometer|ProximitySensor|LightSensor|StepCounter|Pedometer)\b","public static StepCounter current { get; private set; }"
"Packages/com.unity.inputsystem/InputSystem/Devices/Sensor.cs",650,"Unity New Input System : \b(Accelerometer|Gyroscope|Compass|AttitudeSensor|GravitySensor|LinearAccelerationSensor|OrientationSensor|Magnetometer|Barometer|ProximitySensor|LightSensor|StepCounter|Pedometer)\b","stepCounter = GetChildControl<IntegerControl>(""stepCounter"");"
"Packages/com.unity.inputsystem/InputSystem/Devices/Touchscreen.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Controls;"
"Packages/com.unity.inputsystem/InputSystem/Devices/Touchscreen.cs",6,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Layouts;"
"Packages/com.unity.inputsystem/InputSystem/Devices/Touchscreen.cs",7,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.LowLevel;"
"Packages/com.unity.inputsystem/InputSystem/Devices/Touchscreen.cs",8,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Devices/Touchscreen.cs",30,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Devices/Touchscreen.cs",409,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem"
"Packages/com.unity.inputsystem/InputSystem/Devices/Touchscreen.cs",453,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// return this value for <see cref=""TouchControl.phase""/>. It is, however, used by <see cref=""UnityEngine.InputSystem.EnhancedTouch.Touch""/>."
"Packages/com.unity.inputsystem/InputSystem/Devices/TrackedDevice.cs",1,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Controls;"
"Packages/com.unity.inputsystem/InputSystem/Devices/TrackedDevice.cs",2,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Layouts;"
"Packages/com.unity.inputsystem/InputSystem/Devices/TrackedDevice.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem"
"Packages/com.unity.inputsystem/InputSystem/Devices/TrackedDevice.cs",10,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <seealso cref=""UnityEngine.InputSystem.XR.XRController""/>"
"Packages/com.unity.inputsystem/InputSystem/Devices/TrackedDevice.cs",11,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <seealso cref=""UnityEngine.InputSystem.XR.XRHMD""/>"
"Packages/com.unity.inputsystem/InputSystem/Editor/Dialog.cs",6,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Editor"
"Packages/com.unity.inputsystem/InputSystem/Editor/DownloadableSample.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem;"
"Packages/com.unity.inputsystem/InputSystem/Editor/EditorInputControlLayoutCache.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Layouts;"
"Packages/com.unity.inputsystem/InputSystem/Editor/EditorInputControlLayoutCache.cs",6,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.DualShock;"
"Packages/com.unity.inputsystem/InputSystem/Editor/EditorInputControlLayoutCache.cs",7,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Editor/EditorInputControlLayoutCache.cs",9,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Editor"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputAssetEditorUtils.cs",7,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Editor"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputDiagnostics.cs",2,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.LowLevel;"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputDiagnostics.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Editor"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputLayoutCodeGenerator.cs",9,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Controls;"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputLayoutCodeGenerator.cs",10,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Layouts;"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputLayoutCodeGenerator.cs",11,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Processors;"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputLayoutCodeGenerator.cs",12,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputLayoutCodeGenerator.cs",14,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Editor"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputLayoutCodeGenerator.cs",104,"Unity New Input System : \bUnityEngine\.InputSystem\b","writer.WriteLine(""using UnityEngine.InputSystem;"");"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputLayoutCodeGenerator.cs",105,"Unity New Input System : \bUnityEngine\.InputSystem\b","writer.WriteLine(""using UnityEngine.InputSystem.LowLevel;"");"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputLayoutCodeGenerator.cs",106,"Unity New Input System : \bUnityEngine\.InputSystem\b","writer.WriteLine(""using UnityEngine.InputSystem.Utilities;"");"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputLayoutCodeGenerator.cs",390,"Unity New Input System : \bUnityEngine\.InputSystem\b","writer.WriteLine($""{controlVariableName}.keyCode = UnityEngine.InputSystem.Key.{key.keyCode};"");"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputParameterEditor.cs",6,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputParameterEditor.cs",11,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Editor"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputSystemPackageControl.cs",7,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Editor"
"Packages/com.unity.inputsystem/InputSystem/Editor/InputSystemPluginControl.cs",6,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Editor"
"Packages/com.unity.inputsystem/InputSystem/Events/ActionEvent.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/ActionEvent.cs",7,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/DeltaStateEvent.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/DeltaStateEvent.cs",7,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/DeviceConfigurationEvent.cs",2,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/DeviceConfigurationEvent.cs",6,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/DeviceRemoveEvent.cs",2,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/DeviceRemoveEvent.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/DeviceResetEvent.cs",2,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/DeviceResetEvent.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/IInputEventTypeInfo.cs",1,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/IInputEventTypeInfo.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/IMECompositionEvent.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/IMECompositionEvent.cs",7,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEvent.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEvent.cs",9,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEventBuffer.cs",6,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEventBuffer.cs",15,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEventListener.cs",2,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEventListener.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEventPtr.cs",2,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEventPtr.cs",6,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEventStream.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEventTrace.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEventTrace.cs",8,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Layouts;"
"Packages/com.unity.inputsystem/InputSystem/Events/InputEventTrace.cs",11,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/StateEvent.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/StateEvent.cs",7,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Events/TextEvent.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Events/TextEvent.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/State/IInputStateCallbackReceiver.cs",12,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/State/IInputStateChangeMonitor.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/State/IInputStateTypeInfo.cs",1,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/State/IInputStateTypeInfo.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/State/InputState.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/State/InputState.cs",9,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/State/InputStateBlock.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/State/InputStateBlock.cs",22,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/State/InputStateBuffers.cs",2,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/State/InputStateBuffers.cs",9,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/State/InputStateHistory.cs",8,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem;"
"Packages/com.unity.inputsystem/InputSystem/State/InputStateHistory.cs",9,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.LowLevel;"
"Packages/com.unity.inputsystem/InputSystem/State/InputStateHistory.cs",10,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/State/InputStateHistory.cs",20,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.LowLevel"
"Packages/com.unity.inputsystem/InputSystem/Utilities/ArrayHelpers.cs",7,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/CallbackArray.cs",1,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/Comparers.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/CSharpCodeHelpers.cs",8,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/DelegateHelpers.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/DisplayStringFormatAttribute.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/DynamicBitfield.cs",1,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/InputSystem/Utilities/DynamicBitfield.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem"
"Packages/com.unity.inputsystem/InputSystem/Utilities/ExceptionHelpers.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/FourCC.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/InlinedArray.cs",8,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/InternedString.cs",10,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/JsonParser.cs",8,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/MemoryHelpers.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/MiscHelpers.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/NameAndParameters.cs",12,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/NamedValue.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/NumberHelpers.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/OneOrMore.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/PredictiveParser.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/PrimitiveValue.cs",8,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/ReadOnlyArray.cs",9,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/SavedState.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/SpriteUtilities.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/StringHelpers.cs",6,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/Substring.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/TypeHelpers.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/InputSystem/Utilities/TypeTable.cs",10,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Utilities"
"Packages/com.unity.inputsystem/Samples~/CustomComposite/CustomComposite.cs",3,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem;"
"Packages/com.unity.inputsystem/Samples~/CustomComposite/CustomComposite.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Layouts;"
"Packages/com.unity.inputsystem/Samples~/CustomComposite/CustomComposite.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/Samples~/CustomComposite/CustomComposite.cs",9,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Editor;"
"Packages/com.unity.inputsystem/Samples~/CustomDevice/CustomDevice.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem;"
"Packages/com.unity.inputsystem/Samples~/CustomDevice/CustomDevice.cs",5,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Controls;"
"Packages/com.unity.inputsystem/Samples~/CustomDevice/CustomDevice.cs",6,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Layouts;"
"Packages/com.unity.inputsystem/Samples~/CustomDevice/CustomDevice.cs",7,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.LowLevel;"
"Packages/com.unity.inputsystem/Samples~/CustomDevice/CustomDevice.cs",8,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/Samples~/CustomDeviceUsages/CustomDeviceUsages.cs",2,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem;"
"Packages/com.unity.inputsystem/Samples~/IMEInput/IMEInputHandler.cs",1,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.LowLevel;"
"Packages/com.unity.inputsystem/Samples~/IMEInput/IMEInputHandler.cs",4,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Samples.IMEInput"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",15,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem;"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",16,"Unity New Input System : \bUnityEngine\.InputSystem\b","using UnityEngine.InputSystem.Utilities;"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",18,"Unity New Input System : \bUnityEngine\.InputSystem\b","namespace UnityEngine.InputSystem.Samples.InGameHints"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",29,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// using UnityEngine.InputSystem;"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",352,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionAsset.bindingMask"" />"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",359,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionAsset.devices"" />"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",366,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionAsset.controlSchemes"" />"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",369,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionAsset.Contains(InputAction)"" />"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",375,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionAsset.GetEnumerator()"" />"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",387,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionAsset.Enable()"" />"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",393,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionAsset.Disable()"" />"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",399,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionAsset.bindings"" />"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",402,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionAsset.FindAction(string, bool)"" />"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",408,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionAsset.FindBinding(InputBinding, out InputAction)"" />"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",457,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionMap.Enable()"" />"
"Packages/com.unity.inputsystem/Samples~/InGameHints/InGameHintsActions.cs",459,"Unity New Input System : \bUnityEngine\.InputSystem\b","/// <inheritdoc cref=""UnityEngine.InputSystem.InputActionMap.Disable()"" />"
